Species,Genus,Host_Species,Host_Genus,Host_Family
Acyrthosiphon gossypii,Acyrthosiphon,Glycyrrhiza glabra,Glycyrrhiza,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Glycyrrhiza uralensis,Glycyrrhiza,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Lablab purpureus,Lablab,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Lens culinaris,Lens,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Medicago coronata,Medicago,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Medicago laciniata,Medicago,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Medicago sativa,Medicago,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Melilotus NA,Melilotus,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Melilotus albus,Melilotus,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Pisum sativum,Pisum,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Retama NA,Retama,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Sesbania grandiflora,Sesbania,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Sophora alopecuroides,Sophora,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Sophora pachycarpa,Sophora,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Sophora tomentosa,Sophora,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Spartium junceum,Spartium,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Trifolium alexandrinum,Trifolium,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Trifolium campestre,Trifolium,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Trifolium pratense,Trifolium,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Trigonella foenum-graecum,Trigonella,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Trigonella stellata,Trigonella,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Vicia faba,Vicia,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Vicia monantha,Vicia,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Vicia sativa,Vicia,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Vigna mungo,Vigna,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Vigna radiata,Vigna,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Vigna unguiculata,Vigna,Fabaceae
Acyrthosiphon gossypii,Acyrthosiphon,Hydrangea macrophylla,Hydrangea,Hydrangeaceae
Acyrthosiphon gossypii,Acyrthosiphon,Hypericum androsaemum,Hypericum,Hypericaceae
Acyrthosiphon gossypii,Acyrthosiphon,Linum usitatissimum,Linum,Linaceae
Acyrthosiphon gossypii,Acyrthosiphon,Abelmoschus esculentus,Abelmoschus,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Abutilon theophrasti,Abutilon,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Alcea rosea,Alcea,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Althaea officinalis,Althaea,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Anoda NA,Anoda,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Gossypium herbaceum,Gossypium,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Gossypium hirsutum,Gossypium,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Hibiscus NA,Hibiscus,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Malva neglecta,Malva,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Malva parviflora,Malva,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Malva sylvestris,Malva,Malvaceae
Acyrthosiphon gossypii,Acyrthosiphon,Peganum harmala,Peganum,Nitrariaceae
Acyrthosiphon gossypii,Acyrthosiphon,Papaver somniferum,Papaver,Papaveraceae
Acyrthosiphon gossypii,Acyrthosiphon,Plantago major,Plantago,Plantaginaceae
Acyrthosiphon gossypii,Acyrthosiphon,Alopecurus pratensis,Alopecurus,Poaceae
Acyrthosiphon gossypii,Acyrthosiphon,Avena fatua,Avena,Poaceae
Acyrthosiphon gossypii,Acyrthosiphon,Fagopyrum esculentum,Fagopyrum,Polygonaceae
Acyrthosiphon gossypii,Acyrthosiphon,Polygonum aviculare,Polygonum,Polygonaceae
Acyrthosiphon gossypii,Acyrthosiphon,Rumex nepalensis,Rumex,Polygonaceae
Acyrthosiphon gossypii,Acyrthosiphon,Rumex pulcher,Rumex,Polygonaceae
Acyrthosiphon gossypii,Acyrthosiphon,Rosa persica,Rosa,Rosaceae
Acyrthosiphon gossypii,Acyrthosiphon,Rosa rugosa,Rosa,Rosaceae
Acyrthosiphon gossypii,Acyrthosiphon,Rubus caesius,Rubus,Rosaceae
Acyrthosiphon gossypii,Acyrthosiphon,Rubus ellipticus,Rubus,Rosaceae
Acyrthosiphon gossypii,Acyrthosiphon,Sanguisorba officinalis,Sanguisorba,Rosaceae
Acyrthosiphon gossypii,Acyrthosiphon,Capsicum annuum,Capsicum,Solanaceae
Acyrthosiphon gossypii,Acyrthosiphon,Solanum dulcamara,Solanum,Solanaceae
Acyrthosiphon gossypii,Acyrthosiphon,Fagonia arabica,Fagonia,Zygophyllaceae
Acyrthosiphon gossypii,Acyrthosiphon,Fagonia cretica,Fagonia,Zygophyllaceae
Acyrthosiphon gossypii,Acyrthosiphon,Fagonia glutinosa,Fagonia,Zygophyllaceae
Acyrthosiphon gossypii,Acyrthosiphon,Fagonia mollis,Fagonia,Zygophyllaceae
Acyrthosiphon gossypii,Acyrthosiphon,Zygophyllum fabago,Zygophyllum,Zygophyllaceae
Acyrthosiphon heptapotamicum,Acyrthosiphon,Clematis songorica,Clematis,Ranunculaceae
Acyrthosiphon hissaricum,Acyrthosiphon,Euphorbia tirucalli,Euphorbia,Euphorbiaceae
Acyrthosiphon hissaricum,Acyrthosiphon,Cicer songaricum,Cicer,Fabaceae
Acyrthosiphon hissaricum,Acyrthosiphon,Hedysarum semenovii,Hedysarum,Fabaceae
Acyrthosiphon hissaricum,Acyrthosiphon,Medicago sativa,Medicago,Fabaceae
Acyrthosiphon ignotum,Acyrthosiphon,Deutzia staminea,Deutzia,Hydrangeaceae
Acyrthosiphon ignotum,Acyrthosiphon,Dactylis glomerata,Dactylis,Poaceae
Acyrthosiphon ignotum,Acyrthosiphon,Dasiphora fruticosa,Dasiphora,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Rosa persica,Rosa,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Sibiraea laevigata,Sibiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea alba,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea arguta,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea bella,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea billardii,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea bumalda,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea canescens,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea chamaedryfolia,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea cinerea,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea crenata,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea douglasii,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea hypericifolia,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea media,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea nipponica,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea prunifolia,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea salicifolia,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea semperflorens,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea thunbergii,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea trichocarpa,Spiraea,Rosaceae
Acyrthosiphon ignotum,Acyrthosiphon,Spiraea vanhouttei,Spiraea,Rosaceae
Acyrthosiphon ilka,Acyrthosiphon,Ferula NA,Ferula,Apiaceae
Acyrthosiphon ilka,Acyrthosiphon,Torilis arvensis,Torilis,Apiaceae
Acyrthosiphon ilka,Acyrthosiphon,Rhapis excelsa,Rhapis,Arecaceae
Acyrthosiphon ilka,Acyrthosiphon,Antennaria dioica,Antennaria,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Argyranthemum foeniculaceum,Argyranthemum,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Bidens pilosa,Bidens,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Carthamus lanatus,Carthamus,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Carthamus tinctorius,Carthamus,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Centaurea virgata,Centaurea,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Cichorium intybus,Cichorium,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Doronicum turkestanicum,Doronicum,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Gaillardia NA,Gaillardia,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Helminthotheca echioides,Helminthotheca,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Hieracium korshinskyi,Hieracium,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Hypochaeris NA,Hypochaeris,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Lactuca NA,Lactuca,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Lactuca azurea,Lactuca,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Lactuca tatarica,Lactuca,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Lapsana communis,Lapsana,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Launaea intybacea,Launaea,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Leontodon saxatilis,Leontodon,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Lepidolopha NA,Lepidolopha,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Mulgedium roseum,Mulgedium,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Sonchus NA,Sonchus,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Tripleurospermum ambiguum,Tripleurospermum,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Tripleurospermum inodorum,Tripleurospermum,Asteraceae
Acyrthosiphon ilka,Acyrthosiphon,Descurainia sophia,Descurainia,Brassicaceae
Acyrthosiphon ilka,Acyrthosiphon,Draba cana,Draba,Brassicaceae
Acyrthosiphon ilka,Acyrthosiphon,Erysimum NA,Erysimum,Brassicaceae
Acyrthosiphon ilka,Acyrthosiphon,Isatis NA,Isatis,Brassicaceae
Acyrthosiphon ilka,Acyrthosiphon,Lepidium latifolium,Lepidium,Brassicaceae
Acyrthosiphon ilka,Acyrthosiphon,Malcolmia NA,Malcolmia,Brassicaceae
Acyrthosiphon ilka,Acyrthosiphon,Adenophora liliifolia,Adenophora,Campanulaceae
Acyrthosiphon ilka,Acyrthosiphon,Campanula glomerata,Campanula,Campanulaceae
Acyrthosiphon ilka,Acyrthosiphon,Codonopsis clematidea,Codonopsis,Campanulaceae
Acyrthosiphon ilka,Acyrthosiphon,Cerastium cerastoides,Cerastium,Caryophyllaceae
Acyrthosiphon ilka,Acyrthosiphon,Cerastium tianschanicum,Cerastium,Caryophyllaceae
Acyrthosiphon ilka,Acyrthosiphon,Euphorbia agraria,Euphorbia,Euphorbiaceae
Acyrthosiphon ilka,Acyrthosiphon,Arachis hypogea,Arachis,Fabaceae
Acyrthosiphon ilka,Acyrthosiphon,Astragalus NA,Astragalus,Fabaceae
Acyrthosiphon ilka,Acyrthosiphon,Lathyrus NA,Lathyrus,Fabaceae
Acyrthosiphon ilka,Acyrthosiphon,Iris NA,Iris,Iridaceae
Acyrthosiphon ilka,Acyrthosiphon,Linum grandiflorum,Linum,Linaceae
Acyrthosiphon ilka,Acyrthosiphon,Linum usitatissimum,Linum,Linaceae
Acyrthosiphon ilka,Acyrthosiphon,Glaucium corniculatum,Glaucium,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Glaucium flavum,Glaucium,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Glaucium oxylobum,Glaucium,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Papaver canescens,Papaver,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Papaver decaisnei,Papaver,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Papaver nudicaule,Papaver,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Papaver somniferum,Papaver,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Roemeria NA,Roemeria,Papaveraceae
Acyrthosiphon ilka,Acyrthosiphon,Linaria genistifolia,Linaria,Plantaginaceae
Acyrthosiphon ilka,Acyrthosiphon,Russelia equisetiformis,Russelia,Plantaginaceae
Acyrthosiphon knechteli,Acyrthosiphon,Vaccinium myrtillus,Vaccinium,Ericaceae
Acyrthosiphon knechteli,Acyrthosiphon,Vaccinium uliginosum,Vaccinium,Ericaceae
Acyrthosiphon knechteli,Acyrthosiphon,Vaccinium vitis-idaea,Vaccinium,Ericaceae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus alpinus,Astragalus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus pomonensis,Astragalus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus propinquus,Astragalus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus solandri,Astragalus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Caragana NA,Caragana,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Cullen corylifolium,Cullen,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Hedysarum alpinum,Hedysarum,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Lathyrus japonicus,Lathyrus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Lens culinaris,Lens,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Lotus corniculatus,Lotus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Lupinus angustifolius,Lupinus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Medicago NA,Medicago,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Medicago lupulina,Medicago,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Medicago polymorpha,Medicago,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Medicago sativa,Medicago,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Melilotus albus,Melilotus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Melilotus officinalis,Melilotus,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Oxytropis NA,Oxytropis,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Pisum sativum,Pisum,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Syrmatium glabrum,Syrmatium,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Trifolium ambiguum,Trifolium,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Trifolium pratense,Trifolium,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Trifolium repens,Trifolium,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Vicia villosa,Vicia,Fabaceae
Acyrthosiphon kondoi,Acyrthosiphon,Erodium cicutarium,Erodium,Geraniaceae
Acyrthosiphon kondoi,Acyrthosiphon,Erodium ,Erodium,Geraniaceae
Acyrthosiphon kondoi,Acyrthosiphon,Melilotus officinalis,Melilotus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Medicago sativa,Medicago,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Trifolium dubium,Trifolium,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Melilotus ,Melilotus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus ,Astragalus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Melilotus albus,Melilotus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus magdalenae,Astragalus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Melilotus indicus,Melilotus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Lotus corniculatus,Lotus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Astragalus lentiginosus,Astragalus,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Pisum sativum,Pisum,Leguminosae
Acyrthosiphon kondoi,Acyrthosiphon,Melampyrum roseum,Melampyrum,Orobanchaceae
Acyrthosiphon kondoi,Acyrthosiphon,Aristida congesta,Aristida,Poaceae
Acyrthosiphon kondoi,Acyrthosiphon,Rosa ,Rosa,Rosaceae
Acyrthosiphon kondoi,Acyrthosiphon,Fagonia glutinosa,Fagonia,Zygophyllaceae
Acyrthosiphon lactucae,Acyrthosiphon,Pastinaca sativa,Pastinaca,Apiaceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca perennis,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca saligna,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca sativa,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca serriola,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca tatarica,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca viminea,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca virosa,Lactuca,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Mycelis muralis,Mycelis,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Sonchus oleraceus,Sonchus,Asteraceae
Acyrthosiphon lactucae,Acyrthosiphon,Sisymbrium altissimum,Sisymbrium,Brassicaceae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca sativa,Lactuca,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Sonchus arvensis,Sonchus,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca serriola,Lactuca,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca ,Lactuca,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca canadensis,Lactuca,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Sonchus ,Sonchus,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Lactuca tatarica,Lactuca,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Sonchus oleraceus,Sonchus,Compositae
Acyrthosiphon lactucae,Acyrthosiphon,Cucurbita ,Cucurbita,Cucurbitaceae
Acyrthosiphon lactucae,Acyrthosiphon,Shepherdia argentea,Shepherdia,Elaeagnaceae
Acyrthosiphon lactucae,Acyrthosiphon,Trifolium ,Trifolium,Leguminosae
Acyrthosiphon lactucae,Acyrthosiphon, ,,Poaceae
Acyrthosiphon lactucae,Acyrthosiphon,Spiraea ,Spiraea,Rosaceae
Acyrthosiphon lactucae,Acyrthosiphon,Salix ,Salix,Salicaceae
Acyrthosiphon lactucae,Acyrthosiphon,Solanum tuberosum,Solanum,Solanaceae
Acyrthosiphon lambersi,Acyrthosiphon,Glaucium flavum,Glaucium,Papaveraceae
Acyrthosiphon lambersi,Acyrthosiphon,Glaucium grandiflorum,Glaucium,Papaveraceae
Acyrthosiphon lambersi,Acyrthosiphon,Glaucium oxylobum,Glaucium,Papaveraceae
Acyrthosiphon leleji,Acyrthosiphon,Spiraea salicifolia,Spiraea,Rosaceae
Acyrthosiphon leonurae,Acyrthosiphon,Leonurus NA,Leonurus,Lamiaceae
Acyrthosiphon lobkovae,Acyrthosiphon,Myrica gale,Myrica,Myricaceae
Acyrthosiphon loti,Acyrthosiphon,Capsella bursa-pastoris,Capsella,Brassicaceae
Acyrthosiphon loti,Acyrthosiphon,Anthyllis cytisoides,Anthyllis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Anthyllis vulneraria,Anthyllis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Astragalus alpinus,Astragalus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Astragalus frigidus,Astragalus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Astragalus propinquus,Astragalus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Cytisus albus,Cytisus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Cytisus multiflorus,Cytisus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Dorycnium hirsutum,Dorycnium,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Dorycnium pentaphyllum,Dorycnium,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Dorycnium rectum,Dorycnium,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Hippocrepis comosa,Hippocrepis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Hippocrepis emerus,Hippocrepis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lathyrus NA,Lathyrus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lotus angustifolius,Lotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lotus corniculatus,Lotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lotus cytisoides,Lotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lotus parviflorus,Lotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lotus subbiflorus,Lotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Lotus uliginosus,Lotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Medicago sativa,Medicago,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Melilotus albus,Melilotus,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Onobrychis viciifolia,Onobrychis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Ononis fruticosa,Ononis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Ononis repens,Ononis,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Vicia cracca,Vicia,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Vicia faba,Vicia,Fabaceae
Acyrthosiphon loti,Acyrthosiphon,Medicago sativa,Medicago,Leguminosae
Acyrthosiphon loti,Acyrthosiphon,Lotus corniculatus,Lotus,Leguminosae
Acyrthosiphon loti,Acyrthosiphon,Agrostis mertensii,Agrostis,Poaceae
Acyrthosiphon loti,Acyrthosiphon,Festuca subverticillata,Festuca,Poaceae
Acyrthosiphon loti,Acyrthosiphon,Festuca varia,Festuca,Poaceae
Acyrthosiphon loti,Acyrthosiphon,Poa alpina,Poa,Poaceae
Acyrthosiphon macrosiphon,Acyrthosiphon,Viburnum edule,Viburnum,Adoxaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Viburnum edule,Viburnum,Adoxaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Euonymus alatus,Euonymus,Celastraceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Rumex nepalensis,Rumex,Polygonaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Amelanchier alnifolia,Amelanchier,Rosaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Amelanchier laevis,Amelanchier,Rosaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Amelanchier utahensis,Amelanchier,Rosaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Amelanchier ,Amelanchier,Rosaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Amelanchier canadensis,Amelanchier,Rosaceae
Acyrthosiphon macrosiphum,Acyrthosiphon,Galium boreale,Galium,Rubiaceae
Acyrthosiphon malvae,Acyrthosiphon,Chenopodium acuminatum,Chenopodium,Amaranthaceae
Acyrthosiphon malvae,Acyrthosiphon,Aethusa cynapium,Aethusa,Apiaceae
Acyrthosiphon malvae,Acyrthosiphon,Calla NA,Calla,Araceae
Acyrthosiphon malvae,Acyrthosiphon,Achillea distans,Achillea,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Carpesium cernuum,Carpesium,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Cirsium helenioides,Cirsium,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Dieteria canescens,Dieteria,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Hieracium murorum,Hieracium,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Pericallis cruenta,Pericallis,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Senecio vulgaris,Senecio,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Sonchus arvensis,Sonchus,Asteraceae
Acyrthosiphon malvae,Acyrthosiphon,Cynoglossum officinale,Cynoglossum,Boraginaceae
Acyrthosiphon malvae,Acyrthosiphon,Nonea lutea,Nonea,Boraginaceae
Acyrthosiphon malvae,Acyrthosiphon,Sisymbrium NA,Sisymbrium,Brassicaceae
Acyrthosiphon malvae,Acyrthosiphon,Sisymbrium altissimum,Sisymbrium,Brassicaceae
Acyrthosiphon malvae,Acyrthosiphon,Descurainia sophia,Descurainia,Brassicaceae
Acyrthosiphon malvae,Acyrthosiphon,Capsella bursa-pastoris,Capsella,Brassicaceae
Acyrthosiphon malvae,Acyrthosiphon,Calceolaria NA,Calceolaria,Calceolariaceae
Acyrthosiphon malvae,Acyrthosiphon,Lactuca serriola,Lactuca,Compositae
Acyrthosiphon malvae,Acyrthosiphon,Senecio vulgaris,Senecio,Compositae
Acyrthosiphon malvae,Acyrthosiphon,Ipomoea nil,Ipomoea,Convolvulaceae
Acyrthosiphon malvae,Acyrthosiphon,Cucurbita pepo,Cucurbita,Cucurbitaceae
Acyrthosiphon malvae,Acyrthosiphon,Trifolium hybridum,Trifolium,Fabaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium chium,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium cicutarium,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium crispum,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium foetidum,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium malacoides,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium moschatum,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Erodium trichomanefolium,Erodium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium caeruleatum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium collinum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium dalmaticum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium diffusum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium dissectum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium erianthum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium lucidum,Geranium,Geraniaceae
Acyrthosiphon malvae,Acyrthosiphon,Geranium maculatum,Geranium,Geraniaceae
